ID,Kategoria,Wartosc,Data
15558,B,304.6691798499166,2025-01-11 19:18:00
15559,C,352.30812855558844,2025-01-11 19:19:00
15560,B,541.6969022832367,2025-01-11 19:20:00
15561,A,638.3277800166815,2025-01-11 19:21:00
15562,B,826.2364286462749,2025-01-11 19:22:00
15563,A,539.6857965616034,2025-01-11 19:23:00
15564,B,470.8411144655774,2025-01-11 19:24:00
15565,C,738.9691239894132,2025-01-11 19:25:00
15566,B,722.0671868602575,2025-01-11 19:26:00
15567,A,983.3315927538779,2025-01-11 19:27:00
15568,A,14.8368126313968,2025-01-11 19:28:00
15569,D,496.20279227329934,2025-01-11 19:29:00
15570,B,290.52963835467625,2025-01-11 19:30:00
15571,B,800.5673708359253,2025-01-11 19:31:00
15572,D,415.4796854685404,2025-01-11 19:32:00
15573,D,573.5790310547019,2025-01-11 19:33:00
15574,D,409.40259781621324,2025-01-11 19:34:00
15575,D,677.7107495231181,2025-01-11 19:35:00
15576,A,472.73473999963164,2025-01-11 19:36:00
15577,D,871.0056670773471,2025-01-11 19:37:00
15578,C,579.9654424297044,2025-01-11 19:38:00
15579,C,199.03435023921912,2025-01-11 19:39:00
15580,C,981.5443588977665,2025-01-11 19:40:00
15581,A,695.9564050278825,2025-01-11 19:41:00
15582,A,363.6157113588995,2025-01-11 19:42:00
15583,A,687.3080249938491,2025-01-11 19:43:00
15584,D,680.1070273374895,2025-01-11 19:44:00
15585,D,20.042192212494705,2025-01-11 19:45:00
15586,A,628.9147132218305,2025-01-11 19:46:00
15587,C,677.9724980850044,2025-01-11 19:47:00
15588,C,633.3892667363972,2025-01-11 19:48:00
15589,C,65.46071681705345,2025-01-11 19:49:00
15590,B,501.09968361212407,2025-01-11 19:50:00
15591,B,867.7360366781861,2025-01-11 19:51:00
15592,D,781.1373421153709,2025-01-11 19:52:00
15593,B,411.99047942786683,2025-01-11 19:53:00
15594,C,889.7151974180831,2025-01-11 19:54:00
15595,A,310.4003538122051,2025-01-11 19:55:00
15596,D,548.0326424195088,2025-01-11 19:56:00
15597,C,594.9877271927793,2025-01-11 19:57:00
15598,B,826.0399625503204,2025-01-11 19:58:00
15599,C,649.3208708094672,2025-01-11 19:59:00
15600,B,488.77871818679307,2025-01-11 20:00:00
15601,D,861.9362341600365,2025-01-11 20:01:00
15602,D,163.11568077291295,2025-01-11 20:02:00
15603,C,720.2867954810412,2025-01-11 20:03:00
15604,B,170.67394655909095,2025-01-11 20:04:00
15605,C,602.3188470758374,2025-01-11 20:05:00
15606,C,937.4332917383962,2025-01-11 20:06:00
15607,A,686.0033374136916,2025-01-11 20:07:00
15608,A,55.536215382092415,2025-01-11 20:08:00
15609,A,119.58684759794124,2025-01-11 20:09:00
15610,B,950.251861129942,2025-01-11 20:10:00
15611,B,448.90664140349924,2025-01-11 20:11:00
15612,A,261.2181804715201,2025-01-11 20:12:00
15613,A,460.7049689498803,2025-01-11 20:13:00
15614,B,173.01383691087347,2025-01-11 20:14:00
15615,B,907.4574783215425,2025-01-11 20:15:00
15616,B,503.01221860470866,2025-01-11 20:16:00
15617,B,247.2814223543369,2025-01-11 20:17:00
15618,C,703.7937424355938,2025-01-11 20:18:00
15619,A,404.3419426298521,2025-01-11 20:19:00
15620,C,896.893845265128,2025-01-11 20:20:00
15621,C,225.8138310354907,2025-01-11 20:21:00
15622,D,56.81051442014606,2025-01-11 20:22:00
15623,C,814.5217629587306,2025-01-11 20:23:00
15624,C,234.6947693610062,2025-01-11 20:24:00
15625,C,678.870421636947,2025-01-11 20:25:00
15626,D,953.3837409612823,2025-01-11 20:26:00
15627,C,721.9575202388621,2025-01-11 20:27:00
15628,C,847.7660462604198,2025-01-11 20:28:00
15629,A,749.2645368008688,2025-01-11 20:29:00
15630,A,623.5126443904865,2025-01-11 20:30:00
15631,A,983.2861660645618,2025-01-11 20:31:00
15632,B,737.3761456555544,2025-01-11 20:32:00
15633,C,623.3495601987375,2025-01-11 20:33:00
15634,D,832.0784709171345,2025-01-11 20:34:00
15635,B,548.3217796346314,2025-01-11 20:35:00
15636,B,139.27048881139703,2025-01-11 20:36:00
15637,D,297.7367599065758,2025-01-11 20:37:00
15638,A,888.0962867545705,2025-01-11 20:38:00
15639,A,95.49062392755513,2025-01-11 20:39:00
15640,A,279.9807327254523,2025-01-11 20:40:00
15641,A,487.16570274990835,2025-01-11 20:41:00
15642,A,605.8421404314533,2025-01-11 20:42:00
15643,B,13.240248030509827,2025-01-11 20:43:00
15644,D,359.5000208750069,2025-01-11 20:44:00
15645,B,497.77908362511704,2025-01-11 20:45:00
15646,A,944.473689632664,2025-01-11 20:46:00
15647,B,922.6822021359656,2025-01-11 20:47:00
15648,C,227.2768047210396,2025-01-11 20:48:00
15649,C,861.2671372258443,2025-01-11 20:49:00
15650,A,382.6798122270424,2025-01-11 20:50:00
15651,A,192.71105436497237,2025-01-11 20:51:00
15652,A,416.7557305571907,2025-01-11 20:52:00
15653,C,425.1537752339376,2025-01-11 20:53:00
15654,A,771.3992563191887,2025-01-11 20:54:00
15655,A,823.0212814644492,2025-01-11 20:55:00
15656,C,497.1866538492653,2025-01-11 20:56:00
15657,B,883.2840970343599,2025-01-11 20:57:00
15658,D,987.439099321734,2025-01-11 20:58:00
15659,C,967.6177911740183,2025-01-11 20:59:00
15660,A,0.9086253587073934,2025-01-11 21:00:00
15661,A,122.0423433506338,2025-01-11 21:01:00
15662,A,485.6207521369141,2025-01-11 21:02:00
15663,B,906.4735640512524,2025-01-11 21:03:00
15664,D,47.473264845280696,2025-01-11 21:04:00
15665,B,689.7634836549923,2025-01-11 21:05:00
15666,C,789.6176578855216,2025-01-11 21:06:00
15667,A,105.7732971952845,2025-01-11 21:07:00
15668,B,310.42220659228235,2025-01-11 21:08:00
15669,D,817.8663031484671,2025-01-11 21:09:00
15670,B,302.839994435964,2025-01-11 21:10:00
15671,D,660.6449519389275,2025-01-11 21:11:00
15672,A,875.5117508861289,2025-01-11 21:12:00
15673,C,336.8600039723398,2025-01-11 21:13:00
15674,B,379.8968129672314,2025-01-11 21:14:00
15675,A,155.63255889085815,2025-01-11 21:15:00
15676,A,518.1420598641396,2025-01-11 21:16:00
15677,D,521.0423189707857,2025-01-11 21:17:00
15678,B,731.5120538638636,2025-01-11 21:18:00
15679,B,35.141784532692675,2025-01-11 21:19:00
15680,B,743.5081751700717,2025-01-11 21:20:00
15681,A,26.178598810153275,2025-01-11 21:21:00
15682,A,44.64596284093514,2025-01-11 21:22:00
15683,B,311.0913403499348,2025-01-11 21:23:00
15684,C,631.0412961526039,2025-01-11 21:24:00
15685,C,911.5459674228584,2025-01-11 21:25:00
15686,A,783.0818283781776,2025-01-11 21:26:00
15687,C,568.6002448661901,2025-01-11 21:27:00
15688,D,505.9664646829012,2025-01-11 21:28:00
15689,C,257.1546611312884,2025-01-11 21:29:00
15690,D,839.3296195287751,2025-01-11 21:30:00
15691,D,701.7714826031834,2025-01-11 21:31:00
15692,D,399.6328641517681,2025-01-11 21:32:00
15693,C,288.1308892658336,2025-01-11 21:33:00
15694,A,834.8138404162237,2025-01-11 21:34:00
15695,D,368.9328340938095,2025-01-11 21:35:00
15696,B,352.7884318056599,2025-01-11 21:36:00
15697,D,758.7460012937869,2025-01-11 21:37:00
15698,B,416.77263069512503,2025-01-11 21:38:00
15699,A,415.6310989499108,2025-01-11 21:39:00
15700,B,122.44920034675665,2025-01-11 21:40:00
15701,B,953.7247746970744,2025-01-11 21:41:00
15702,C,867.6541699069661,2025-01-11 21:42:00
15703,C,618.1678565137717,2025-01-11 21:43:00
15704,C,551.518915444409,2025-01-11 21:44:00
15705,D,39.29607707885663,2025-01-11 21:45:00
15706,C,697.3862668015026,2025-01-11 21:46:00
15707,C,444.6592628644689,2025-01-11 21:47:00
15708,B,76.62624586355793,2025-01-11 21:48:00
15709,B,96.96846767697586,2025-01-11 21:49:00
15710,B,235.1222637175795,2025-01-11 21:50:00
15711,A,451.3598518203527,2025-01-11 21:51:00
15712,B,972.2074524098256,2025-01-11 21:52:00
15713,B,464.42431249652685,2025-01-11 21:53:00
15714,B,82.70657245067814,2025-01-11 21:54:00
15715,A,854.5454237073094,2025-01-11 21:55:00
15716,D,12.810090326369483,2025-01-11 21:56:00
15717,C,170.2582266363152,2025-01-11 21:57:00
15718,C,897.8193098748967,2025-01-11 21:58:00
15719,A,516.4367797774363,2025-01-11 21:59:00
15720,D,418.3477675973918,2025-01-11 22:00:00
15721,A,184.29630436516763,2025-01-11 22:01:00
15722,A,916.7939913726744,2025-01-11 22:02:00
15723,C,757.1997547627693,2025-01-11 22:03:00
15724,C,678.6289694474247,2025-01-11 22:04:00
15725,D,722.345591815162,2025-01-11 22:05:00
15726,D,324.6283326666517,2025-01-11 22:06:00
15727,D,527.2227774071332,2025-01-11 22:07:00
15728,C,871.8283751189957,2025-01-11 22:08:00
15729,C,734.2267147607807,2025-01-11 22:09:00
15730,D,61.32850650936417,2025-01-11 22:10:00
15731,A,665.4816610048143,2025-01-11 22:11:00
15732,B,607.405696239643,2025-01-11 22:12:00
15733,D,583.8428544997761,2025-01-11 22:13:00
15734,D,51.43249828470387,2025-01-11 22:14:00
15735,C,750.8638644020673,2025-01-11 22:15:00
15736,A,573.5188036274458,2025-01-11 22:16:00
15737,D,375.8402334842427,2025-01-11 22:17:00
15738,C,908.5867724265805,2025-01-11 22:18:00
15739,B,259.3743375836024,2025-01-11 22:19:00
15740,C,845.8507732862762,2025-01-11 22:20:00
15741,A,797.3911878996009,2025-01-11 22:21:00
15742,A,384.66916754086066,2025-01-11 22:22:00
15743,A,396.7478758308723,2025-01-11 22:23:00
15744,C,709.0652768645997,2025-01-11 22:24:00
15745,B,626.9778149950447,2025-01-11 22:25:00
15746,A,390.113629279906,2025-01-11 22:26:00
15747,C,898.6417543017168,2025-01-11 22:27:00
15748,B,207.6537602713512,2025-01-11 22:28:00
15749,C,569.7993762264026,2025-01-11 22:29:00
15750,D,351.40929852703096,2025-01-11 22:30:00
15751,A,234.86614931238904,2025-01-11 22:31:00
15752,D,942.7729846629292,2025-01-11 22:32:00
15753,D,573.4061325905163,2025-01-11 22:33:00
15754,D,763.0339102747993,2025-01-11 22:34:00
15755,A,197.85990355173433,2025-01-11 22:35:00
15756,A,555.0351574379114,2025-01-11 22:36:00
15757,A,432.10026249632347,2025-01-11 22:37:00
15758,D,435.89289749223946,2025-01-11 22:38:00
15759,D,588.1776809198088,2025-01-11 22:39:00
15760,A,508.88211960377924,2025-01-11 22:40:00
15761,C,258.36144615099556,2025-01-11 22:41:00
15762,D,208.78606745475793,2025-01-11 22:42:00
15763,A,221.36197351592492,2025-01-11 22:43:00
15764,B,685.4531190552884,2025-01-11 22:44:00
15765,B,31.860109315891005,2025-01-11 22:45:00
15766,C,967.5029897854228,2025-01-11 22:46:00
15767,C,760.676559991718,2025-01-11 22:47:00
15768,C,868.3973924996866,2025-01-11 22:48:00
15769,A,523.5654695337978,2025-01-11 22:49:00
15770,C,284.30442004215405,2025-01-11 22:50:00
15771,A,720.2367440035439,2025-01-11 22:51:00
15772,D,581.226637086243,2025-01-11 22:52:00
15773,C,145.87494001563905,2025-01-11 22:53:00
15774,A,826.7598562953091,2025-01-11 22:54:00
15775,D,451.2272550171816,2025-01-11 22:55:00
15776,C,268.36538282193436,2025-01-11 22:56:00
15777,C,25.073337228260996,2025-01-11 22:57:00
15778,D,652.2618441341764,2025-01-11 22:58:00
15779,D,297.81656559936044,2025-01-11 22:59:00
15780,D,31.077880736252173,2025-01-11 23:00:00
15781,C,470.4337903390786,2025-01-11 23:01:00
15782,B,677.1292671015726,2025-01-11 23:02:00
15783,D,622.0285899722825,2025-01-11 23:03:00
15784,C,20.74709919853923,2025-01-11 23:04:00
15785,D,735.5002526062304,2025-01-11 23:05:00
15786,B,602.2706218726811,2025-01-11 23:06:00
15787,D,203.36075907203931,2025-01-11 23:07:00
15788,D,815.3259696364431,2025-01-11 23:08:00
15789,D,139.80123350244355,2025-01-11 23:09:00
15790,D,227.17348055372076,2025-01-11 23:10:00
15791,B,64.57603350452845,2025-01-11 23:11:00
15792,A,161.51521797695568,2025-01-11 23:12:00
15793,C,646.1776497437154,2025-01-11 23:13:00
15794,B,70.77340581679137,2025-01-11 23:14:00
15795,C,542.261469573277,2025-01-11 23:15:00
15796,C,108.2547202444547,2025-01-11 23:16:00
15797,C,533.5222896845928,2025-01-11 23:17:00
15798,B,944.8468649322048,2025-01-11 23:18:00
15799,B,599.3940737991437,2025-01-11 23:19:00
15800,D,925.8513805491366,2025-01-11 23:20:00
15801,A,620.6637168198738,2025-01-11 23:21:00
15802,C,401.55076572941107,2025-01-11 23:22:00
15803,D,749.1054099619843,2025-01-11 23:23:00
15804,C,722.186667198753,2025-01-11 23:24:00
15805,B,698.6846525067687,2025-01-11 23:25:00
15806,A,567.3349901846914,2025-01-11 23:26:00
15807,C,321.2388788335524,2025-01-11 23:27:00
15808,B,133.87606038016585,2025-01-11 23:28:00
15809,A,283.24676064021247,2025-01-11 23:29:00
15810,B,677.0645900545131,2025-01-11 23:30:00
15811,D,350.6122788899384,2025-01-11 23:31:00
15812,A,4.158610541367347,2025-01-11 23:32:00
15813,B,769.0670888014262,2025-01-11 23:33:00
15814,C,798.3115409681038,2025-01-11 23:34:00
15815,B,512.3794257009653,2025-01-11 23:35:00
15816,D,260.5142830769013,2025-01-11 23:36:00
15817,D,270.5269716566393,2025-01-11 23:37:00
15818,C,401.39099795851905,2025-01-11 23:38:00
15819,B,366.47187156605565,2025-01-11 23:39:00
15820,B,872.7734479190574,2025-01-11 23:40:00
15821,A,201.4142474786713,2025-01-11 23:41:00
15822,D,761.6168173713492,2025-01-11 23:42:00
15823,A,200.3707299725711,2025-01-11 23:43:00
15824,B,567.5118402676098,2025-01-11 23:44:00
15825,D,902.6445494974728,2025-01-11 23:45:00
15826,D,667.0178052449735,2025-01-11 23:46:00
15827,B,438.02842467089954,2025-01-11 23:47:00
15828,D,239.04861683214406,2025-01-11 23:48:00
15829,C,268.32693715303037,2025-01-11 23:49:00
15830,D,683.3016713882458,2025-01-11 23:50:00
15831,B,491.1082775258767,2025-01-11 23:51:00
15832,D,257.508092358419,2025-01-11 23:52:00
15833,A,772.6318419999432,2025-01-11 23:53:00
15834,D,730.2770375009391,2025-01-11 23:54:00
15835,A,971.3801549470479,2025-01-11 23:55:00
15836,C,664.6957095703407,2025-01-11 23:56:00
15837,A,89.27101385670211,2025-01-11 23:57:00
15838,B,141.65871931589047,2025-01-11 23:58:00
15839,B,822.9142534751527,2025-01-11 23:59:00
15840,C,790.9625530241394,2025-01-12 00:00:00
15841,D,423.7860127578815,2025-01-12 00:01:00
15842,B,608.8859761346372,2025-01-12 00:02:00
15843,D,200.32649639820534,2025-01-12 00:03:00
15844,D,699.21418932135,2025-01-12 00:04:00
15845,A,110.97890158197798,2025-01-12 00:05:00
15846,A,925.0627993490198,2025-01-12 00:06:00
15847,B,961.9933322190894,2025-01-12 00:07:00
15848,B,287.3970550386453,2025-01-12 00:08:00
15849,D,967.1354555669886,2025-01-12 00:09:00
15850,A,238.02673252401064,2025-01-12 00:10:00
15851,B,162.42847944220517,2025-01-12 00:11:00
15852,D,834.3539865549421,2025-01-12 00:12:00
15853,C,778.66934489679,2025-01-12 00:13:00
15854,A,812.2739395956136,2025-01-12 00:14:00
15855,D,66.75841635350166,2025-01-12 00:15:00
15856,A,751.3303182207906,2025-01-12 00:16:00
15857,A,331.0943219422703,2025-01-12 00:17:00
15858,C,328.64851889759626,2025-01-12 00:18:00
15859,A,206.39516032899496,2025-01-12 00:19:00
15860,B,89.38417226275585,2025-01-12 00:20:00
15861,D,565.0440535608085,2025-01-12 00:21:00
15862,D,342.88762562656507,2025-01-12 00:22:00
15863,C,83.93841476058361,2025-01-12 00:23:00
15864,B,101.28141188381889,2025-01-12 00:24:00
15865,C,152.0603912586007,2025-01-12 00:25:00
15866,B,399.5028272727631,2025-01-12 00:26:00
15867,B,214.41980811931194,2025-01-12 00:27:00
15868,B,580.5133245060317,2025-01-12 00:28:00
15869,B,344.91315176910086,2025-01-12 00:29:00
15870,D,302.4639037221527,2025-01-12 00:30:00
15871,C,142.36043777481234,2025-01-12 00:31:00
15872,B,843.145392969164,2025-01-12 00:32:00
15873,D,329.5397547319366,2025-01-12 00:33:00
15874,B,772.3175652933802,2025-01-12 00:34:00
15875,B,701.7785987987088,2025-01-12 00:35:00
15876,A,282.06001712533947,2025-01-12 00:36:00
15877,A,192.5025594692803,2025-01-12 00:37:00
15878,A,100.46318405748434,2025-01-12 00:38:00
15879,A,791.3495405285073,2025-01-12 00:39:00
15880,C,113.94317555223643,2025-01-12 00:40:00
15881,A,274.1410841784121,2025-01-12 00:41:00
15882,B,4.8817150867013215,2025-01-12 00:42:00
15883,C,52.01529575999852,2025-01-12 00:43:00
15884,A,150.83636832991652,2025-01-12 00:44:00
15885,B,857.9385948455147,2025-01-12 00:45:00
15886,B,302.6113355687171,2025-01-12 00:46:00
15887,A,144.01543109468517,2025-01-12 00:47:00
15888,A,600.0434476334201,2025-01-12 00:48:00
15889,B,206.96907861011016,2025-01-12 00:49:00
15890,C,195.15867490784024,2025-01-12 00:50:00
15891,C,531.9887508113426,2025-01-12 00:51:00
15892,C,698.7947195810532,2025-01-12 00:52:00
15893,D,795.3784004447064,2025-01-12 00:53:00
15894,D,804.2615798025209,2025-01-12 00:54:00
15895,B,930.6553654403497,2025-01-12 00:55:00
15896,B,771.0599885445364,2025-01-12 00:56:00
15897,C,851.2653212242544,2025-01-12 00:57:00
15898,C,607.988711988753,2025-01-12 00:58:00
15899,C,564.0600914637691,2025-01-12 00:59:00
15900,D,491.8379598907041,2025-01-12 01:00:00
15901,D,377.1090843483367,2025-01-12 01:01:00
15902,D,775.2511368128967,2025-01-12 01:02:00
15903,A,253.85893486790323,2025-01-12 01:03:00
15904,A,273.9545695863602,2025-01-12 01:04:00
15905,D,512.4643688550498,2025-01-12 01:05:00
15906,D,636.4330106552017,2025-01-12 01:06:00
15907,A,622.0797991058402,2025-01-12 01:07:00
15908,B,642.4699020955765,2025-01-12 01:08:00
15909,D,501.64809447076266,2025-01-12 01:09:00
15910,B,776.6376970083973,2025-01-12 01:10:00
15911,D,584.8162183557786,2025-01-12 01:11:00
15912,B,736.3718691057925,2025-01-12 01:12:00
15913,C,522.8792868530027,2025-01-12 01:13:00
15914,B,505.9192910031456,2025-01-12 01:14:00
15915,D,824.9624711184875,2025-01-12 01:15:00
15916,D,195.61005947182142,2025-01-12 01:16:00
15917,A,208.77501554646128,2025-01-12 01:17:00
15918,D,205.6863864064048,2025-01-12 01:18:00
15919,A,995.071509830714,2025-01-12 01:19:00
15920,B,220.2327407080359,2025-01-12 01:20:00
15921,C,934.1806190946722,2025-01-12 01:21:00
15922,D,924.0551257402391,2025-01-12 01:22:00
15923,B,522.1526138392123,2025-01-12 01:23:00
15924,C,491.57980510468315,2025-01-12 01:24:00
15925,B,803.255610073351,2025-01-12 01:25:00
15926,C,371.17802276146494,2025-01-12 01:26:00
15927,A,331.5620022995552,2025-01-12 01:27:00
15928,D,953.7111381502511,2025-01-12 01:28:00
15929,D,490.53051748068646,2025-01-12 01:29:00
15930,A,294.70889317728466,2025-01-12 01:30:00
15931,A,347.11626286300657,2025-01-12 01:31:00
15932,C,973.055259036973,2025-01-12 01:32:00
15933,B,483.3965548678014,2025-01-12 01:33:00
15934,A,787.2127145504464,2025-01-12 01:34:00
15935,B,2.3589653998600246,2025-01-12 01:35:00
15936,A,27.332346742847236,2025-01-12 01:36:00
15937,D,997.7098776071795,2025-01-12 01:37:00
15938,B,381.63772776795236,2025-01-12 01:38:00
15939,B,833.7541274973773,2025-01-12 01:39:00
15940,A,476.4420131223268,2025-01-12 01:40:00
15941,A,432.6940566747499,2025-01-12 01:41:00
15942,D,803.7720222636458,2025-01-12 01:42:00
15943,A,819.9853608413389,2025-01-12 01:43:00
15944,A,813.9338015650789,2025-01-12 01:44:00
15945,D,537.9863824187221,2025-01-12 01:45:00
15946,D,849.9186686573444,2025-01-12 01:46:00
15947,A,340.4850091544147,2025-01-12 01:47:00
15948,C,269.88598217934543,2025-01-12 01:48:00
15949,A,250.38169456800284,2025-01-12 01:49:00
15950,A,703.8081574463002,2025-01-12 01:50:00
15951,B,670.8879808881984,2025-01-12 01:51:00
15952,B,909.3879298983006,2025-01-12 01:52:00
15953,A,125.23415879236921,2025-01-12 01:53:00
15954,D,17.8764797517289,2025-01-12 01:54:00
15955,A,266.0885311044241,2025-01-12 01:55:00
15956,D,297.7454930157375,2025-01-12 01:56:00
15957,D,834.3217056703454,2025-01-12 01:57:00
15958,C,619.9204209764245,2025-01-12 01:58:00
15959,C,660.6336381606335,2025-01-12 01:59:00
15960,C,97.58999017602166,2025-01-12 02:00:00
15961,A,612.507540363354,2025-01-12 02:01:00
15962,D,733.2642884272249,2025-01-12 02:02:00
15963,D,584.0986836127357,2025-01-12 02:03:00
15964,C,370.2772102380874,2025-01-12 02:04:00
15965,D,335.2390182937812,2025-01-12 02:05:00
15966,C,957.2709875977135,2025-01-12 02:06:00
15967,B,650.9457946572358,2025-01-12 02:07:00
15968,B,952.3596325687486,2025-01-12 02:08:00
15969,C,678.5521131336563,2025-01-12 02:09:00
15970,D,241.22744700845112,2025-01-12 02:10:00
15971,D,296.02723259501596,2025-01-12 02:11:00
15972,D,289.768235062276,2025-01-12 02:12:00
15973,A,610.3919586142151,2025-01-12 02:13:00
15974,A,209.7763904004284,2025-01-12 02:14:00
15975,C,619.0742133728785,2025-01-12 02:15:00
15976,B,210.77107782480752,2025-01-12 02:16:00
15977,A,960.5321714411233,2025-01-12 02:17:00
15978,A,79.95270204137783,2025-01-12 02:18:00
15979,C,897.1627145423657,2025-01-12 02:19:00
15980,B,550.8621525386241,2025-01-12 02:20:00
15981,B,425.16048633087047,2025-01-12 02:21:00
15982,A,133.27218538398057,2025-01-12 02:22:00
15983,C,941.9436135718804,2025-01-12 02:23:00
15984,A,589.4243475736075,2025-01-12 02:24:00
15985,C,698.9976577968732,2025-01-12 02:25:00
15986,C,835.6899753683166,2025-01-12 02:26:00
15987,A,782.4890081126265,2025-01-12 02:27:00
15988,A,415.7680444602284,2025-01-12 02:28:00
15989,B,561.5803584257169,2025-01-12 02:29:00
15990,B,148.2501137785318,2025-01-12 02:30:00
15991,A,355.7588812561372,2025-01-12 02:31:00
15992,C,488.9025598467399,2025-01-12 02:32:00
15993,C,72.32077546000204,2025-01-12 02:33:00
15994,D,347.5878161997795,2025-01-12 02:34:00
15995,A,928.7592523557781,2025-01-12 02:35:00
15996,A,533.0806013026736,2025-01-12 02:36:00
15997,A,270.41062317685385,2025-01-12 02:37:00
15998,B,163.4320553495605,2025-01-12 02:38:00
15999,C,748.7735684147206,2025-01-12 02:39:00
16000,C,825.0390687270286,2025-01-12 02:40:00
16001,A,984.8320616671365,2025-01-12 02:41:00
16002,A,402.8727047476658,2025-01-12 02:42:00
16003,A,179.9290782600347,2025-01-12 02:43:00
16004,C,434.005863447534,2025-01-12 02:44:00
16005,C,413.00060659655634,2025-01-12 02:45:00
16006,D,325.6247555444904,2025-01-12 02:46:00
16007,B,8.791405512344031,2025-01-12 02:47:00
16008,D,2.1491466233596324,2025-01-12 02:48:00
16009,B,915.5335619573307,2025-01-12 02:49:00
16010,D,403.5165135932015,2025-01-12 02:50:00
16011,B,572.0281301228371,2025-01-12 02:51:00
16012,D,459.8948974614745,2025-01-12 02:52:00
16013,A,950.0011669489061,2025-01-12 02:53:00
16014,C,457.96447602120304,2025-01-12 02:54:00
16015,D,43.17497238855661,2025-01-12 02:55:00
16016,B,729.7787580525121,2025-01-12 02:56:00
16017,B,946.6959488630732,2025-01-12 02:57:00
16018,C,456.84576850528623,2025-01-12 02:58:00
16019,D,882.7012385586447,2025-01-12 02:59:00
16020,B,504.83425350819,2025-01-12 03:00:00
16021,B,18.30032542264903,2025-01-12 03:01:00
16022,B,972.915969873777,2025-01-12 03:02:00
16023,C,871.9238074057596,2025-01-12 03:03:00
16024,C,962.6739291502641,2025-01-12 03:04:00
16025,B,16.3458003888185,2025-01-12 03:05:00
16026,D,785.3696632747184,2025-01-12 03:06:00
16027,C,423.6851165725678,2025-01-12 03:07:00
16028,B,893.7716765168561,2025-01-12 03:08:00
16029,B,420.8344604835775,2025-01-12 03:09:00
16030,D,160.51187177458348,2025-01-12 03:10:00
16031,C,627.0137565448583,2025-01-12 03:11:00
16032,A,926.2179206758381,2025-01-12 03:12:00
16033,B,881.7986085750467,2025-01-12 03:13:00
16034,B,947.2400308444625,2025-01-12 03:14:00
16035,A,115.2483208730648,2025-01-12 03:15:00
16036,D,633.3389390486913,2025-01-12 03:16:00
16037,C,224.68353003571417,2025-01-12 03:17:00
16038,D,472.946984166283,2025-01-12 03:18:00
16039,D,122.58339240659521,2025-01-12 03:19:00
16040,D,999.5051614297239,2025-01-12 03:20:00
16041,C,853.8736771494999,2025-01-12 03:21:00
16042,D,523.2288117325309,2025-01-12 03:22:00
16043,A,858.140982277694,2025-01-12 03:23:00
16044,A,105.96733446128803,2025-01-12 03:24:00
16045,C,908.3392964889659,2025-01-12 03:25:00
16046,B,88.4873833014208,2025-01-12 03:26:00
16047,B,806.5870415286088,2025-01-12 03:27:00
16048,C,960.6846472373752,2025-01-12 03:28:00
16049,A,601.6976768379365,2025-01-12 03:29:00
16050,D,416.08393656161604,2025-01-12 03:30:00
16051,A,971.3903752214877,2025-01-12 03:31:00
16052,C,996.4672815141591,2025-01-12 03:32:00
16053,A,87.61560872353135,2025-01-12 03:33:00
16054,A,680.2998146207312,2025-01-12 03:34:00
16055,A,949.7760698974919,2025-01-12 03:35:00
16056,C,433.14261584775284,2025-01-12 03:36:00
16057,C,776.4846225528639,2025-01-12 03:37:00
16058,A,915.9761759360083,2025-01-12 03:38:00
16059,A,243.23434206157347,2025-01-12 03:39:00
16060,C,890.4016504408999,2025-01-12 03:40:00
16061,B,183.7554079213235,2025-01-12 03:41:00
16062,C,799.0523804283634,2025-01-12 03:42:00
16063,A,328.02201345984525,2025-01-12 03:43:00
16064,A,142.94882147757983,2025-01-12 03:44:00
16065,A,112.0508028977114,2025-01-12 03:45:00
16066,C,912.1885616934774,2025-01-12 03:46:00
16067,D,558.8715208206528,2025-01-12 03:47:00
16068,B,402.0143647414086,2025-01-12 03:48:00
16069,A,664.5934704354637,2025-01-12 03:49:00
16070,A,558.9470680917315,2025-01-12 03:50:00
16071,C,219.56639708359137,2025-01-12 03:51:00
16072,C,1.5323347668044773,2025-01-12 03:52:00
16073,B,570.8096631031564,2025-01-12 03:53:00
16074,D,570.0531693347216,2025-01-12 03:54:00
16075,C,733.2255059600373,2025-01-12 03:55:00
16076,B,740.8053208441954,2025-01-12 03:56:00
16077,D,226.33594885315622,2025-01-12 03:57:00
16078,A,189.81426216999498,2025-01-12 03:58:00
16079,C,639.8881361012341,2025-01-12 03:59:00
16080,A,813.6352178689942,2025-01-12 04:00:00
16081,B,34.429670239656815,2025-01-12 04:01:00
16082,C,420.87951396417776,2025-01-12 04:02:00
16083,D,15.592724289243298,2025-01-12 04:03:00
16084,B,15.027161367430097,2025-01-12 04:04:00
16085,B,309.19596475166855,2025-01-12 04:05:00
16086,B,291.3806637105817,2025-01-12 04:06:00
16087,A,90.62837277158276,2025-01-12 04:07:00
16088,B,286.54913282181735,2025-01-12 04:08:00
16089,B,522.9770375564755,2025-01-12 04:09:00
16090,A,391.58621528484326,2025-01-12 04:10:00
16091,D,621.0264599807031,2025-01-12 04:11:00
16092,C,496.50869300503655,2025-01-12 04:12:00
16093,D,693.6404890177204,2025-01-12 04:13:00
16094,C,240.58120712932896,2025-01-12 04:14:00
16095,C,697.4249427207438,2025-01-12 04:15:00
